ID,Nombre,Tipo,Director,Guionista1,Guionista2,Duración,Puntuación,Argumento
tt10066396,Dr Prasad c/o sitara,Movie,Chaithanya Acharya,Jeeva,No especificado,1h 37min,No especificado,A couple who get married against the wish of their family starts living in a farmhouse where they face weird ghost experiences. What consequences does this lead to and how will they survive is the rest of the story of Dr Prasad C/o Sitara.
tt10006452,The Mind's Eye,Short,Gabriela Buchanan,Craig Thorpe,Ben Wood,No especificado,No especificado,A man struggles to separate his fantasies from everyday life.
tt10009798,Apartamento 4,Short,Angel Janer,No especificado,No especificado,No especificado,No especificado,No especificado
tt10022338,I Love When You Sing to Me,Short,Gemadipada,Gemadipada,Prabu Genta,No especificado,No especificado,
tt10026892,Las fotos de comunión,Short,Rubén Méndez,Rubén Méndez,No especificado,10min,No especificado,
tt10040988,Doppelganger,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10047356,Eises Kälte - Frozen in Time,Movie,Roland Busch,Klaus Korman,Klaus Uhlenbrock,1h 32min,5.6,"When Commissioner Karen Leymann is called to the crime scene in the ice cellar of Altenberge, she does not suspect that her life will change as well. The corpse, a man of about 50, is said to have been lying there for about 140 years in a randomly rediscovered part of the basement. However, the body is not decayed and it still bleeds. Karen and her colleagues can not ... Leer todo"
tt10056534,What is Happening,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10060776,Ajay,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10071236,The Hatstand,Short,Brandon Lees,No especificado,No especificado,No especificado,No especificado,No especificado
tt10077596,Real,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10084868,Funeral,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10100142,Dream of Blood and Soul,Short,Igor Aleksov,No especificado,No especificado,No especificado,No especificado,No especificado
tt10111124,Meddling With Destiny,Short,Abby Victor,No especificado,No especificado,No especificado,No especificado,No especificado
tt10115210,Underfoot,Short,Phillip Chbeeb,Phillip Chbeeb,Mark Holzum,No especificado,No especificado,
tt10002400,Form 1,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10004396,When I Became a Butterfly,Movie,Arash Zaree,Mehrdad Jafarian,Arash Zaree,1h 42min,4.9,"A simple kind woman leads a hard, unsatisfactory life with her husband. She unintentionally caused her husband's death. But she begins a new life with his dead body."
tt10005652,Parallel Tracks,Short,Chavi Khare,No especificado,No especificado,No especificado,No especificado,No especificado
tt10006114,Last Dial,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10009220,The Demon's Slave,Short,John Kenistan,Rishanthan Rajendran,Rino Shanth,13min,No especificado,"It is a short film is shown as a slave is suffering under the Demon's custody, but the reality is the Demon represents the society and the slave represents every person who is going through social bullying. They might look normal outside, but their inner will suffers a lot. A small mistake made by them even though they can get back from those mistakes, the continues b... Leer todo"
tt10014488,Silk,Short,William Briggs,No especificado,No especificado,No especificado,No especificado,No especificado
tt10026970,Eddy,Short,Richie Owens,No especificado,No especificado,No especificado,No especificado,No especificado
tt10034236,Super Sketch,Movie,Ravi C. Kumar,No especificado,No especificado,No especificado,No especificado,No especificado
tt10038056,Shadow of Hell,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10045084,Sin vuelta atrás,Short,Juan Manuel Martinez,Juan Manuel Martinez,Gloria Miquel,No especificado,No especificado,"Luis, the best friend of Ramon is hit by a car while he was biking. When Ramon finds out, he gets shocked and, with a without a rational reason, he start to seek the driver. During this seek, he will descend to hell that test his feelings and his violent impulses."
tt10043990,Lo peor de los deseos,Movie,Claudio Araya Silva,No especificado,No especificado,No especificado,No especificado,No especificado
tt0011216,La fête espagnole,Movie,Germaine Dulac,No especificado,No especificado,No especificado,No especificado,No especificado
tt0083060,Sha Ou,Movie,Nuanxing Zhang,Tuo Li,Nuanxing Zhang,1h 24min,6.6,"Sha Ou is a volleyball player and works hard against her injuries resulting from training. In spite of her defeat in an international competition and the the death of her boyfriend, she insists on her training."
tt0116991,Mariette in Ecstasy,Movie,John Bailey,No especificado,No especificado,No especificado,No especificado,No especificado
tt0339917,Wo men fu fu zhi jian,Movie,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt0385887,Motherless Brooklyn,Movie,Edward Norton,Edward Norton,Jonathan Lethem,2h 24min,6.8,"En el Nueva York de los años 50, un solitario detective privado afectado por el síndrome de Tourette se aventura a resolver el asesinato de su mentor y único amigo."
tt0441881,Danger Close: The Battle of Long Tan,Movie,Kriv Stenders,Stuart Beattie,James Nicholas,1h 58min,6.8,"En agosto de 1966, en una plantación de caucho vietnamita llamada Long Tan, 108 soldados jóvenes y en su mayoría sin experiencia que vienen de Australia y Nueva Zelanda luchan por sus vidas contra 2500 soldados del Viet Cong."
tt0783640,The Last Full Measure,Movie,Todd Robinson,No especificado,No especificado,No especificado,No especificado,No especificado
tt0800325,The Dirt,Movie,Jeff Tremaine,Rich Wilkes,Amanda Adelson,1h 47min,7.0,La historia de cómo Mötley Crüe llegó a ser uno de los grupos de rock'n roll más conocidos de la historia.
tt0810836,Dirt Music,Movie,Gregor Jordan,Jack Thorne,Tim Winton,1h 45min,5.3,The stunning landscape of Western Australia is the backdrop for an impassioned tale of love and grief in Gregor Jordan's adaptation of the acclaimed novel by Tim Winton.
tt0858419,Bolden,Movie,Dan Pritzker,Dan Pritzker,David Rothschild,1h 48min,5.5,"A mythical account of the life of Buddy Bolden, the first Cornet King of New Orleans."
tt10001012,Kissing Carmen,Short,DC Brandon,No especificado,No especificado,No especificado,No especificado,No especificado
tt10001116,Mistero di un Impiegato,Movie,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10001866,DNA,Short,Celik Kayalar,No especificado,No especificado,No especificado,No especificado,No especificado
tt10005030,Where Were You,Short,Rob Levinson,No especificado,No especificado,No especificado,No especificado,No especificado
tt10003808,Okay,Short,Leanne Nicole,No especificado,No especificado,No especificado,No especificado,No especificado
tt10003792,Adalat,Movie,Dinesh Lingden,No especificado,No especificado,No especificado,No especificado,No especificado
tt0448115,Shazam!,Movie,David F. Sandberg,Henry Gayden,Darren Lemke,2h 12min,7.0,"Todo el mundo lleva un superhéroe en su interior, solo se necesita un poco de magia para sacarlo. En el caso de Billy Batson, un joven huérfano de 14 años, con tan solo pronunciar la palabra Shazam se convierte en un superhéroe adulto."
tt0011801,Tötet nicht mehr,Movie,Lupu Pick,Gerhard Lamprecht,Lupu Pick,No especificado,No especificado,"In Russia's revolution, a violinist 's son dies,the father is jailed for assaulting the governor. Years later, the violinist's daughter wants to marry the son of the man who sentenced her father.A tragic fate awaits her new husband."
tt0437086,Alita: Battle Angel,Movie,Robert Rodriguez,James Cameron,Laeta Kalogridis,2h 2min,7.3,Una historia llena de acción sobre el viaje de autodescubrimiento de una joven que quiere descubrir la verdad sobre quién es y luchar para cambiar el mundo.
tt10004182,Skillet,Short,Xavier Hale,Xavier Hale,No especificado,3min,No especificado,Two roommates have a disagreement about a Skillet
tt10003668,Solar,Short,Mark Cheng,Mark Cheng,Jean Goto,No especificado,No especificado,"Solar, a short film about a gang of guys who try and take solar power away from a couple of gals."
tt10004944,Aporia,Movie,Rec Revan,No especificado,No especificado,No especificado,No especificado,No especificado
tt10008602,"In Our Blood - Sin Límite, Marc Márquez",Movie,Pedro Garciamejía,Roser Alentà,No especificado,No especificado,8.8,"In Our Blood is the third original series produced by DAZN that explores Spain's passion for MotoGP through the generations by telling the stories of three Spanish MotoGp World Champions. The documentary was filmed at Marc Márquez's bike shop in Cervera Spain, dives into his childhood, his family support and key moments in his career that made him a five-time MotoGP C... Leer todo"
tt10003442,The Coven,Short,K.J. Chaves Santos,No especificado,No especificado,No especificado,No especificado,No especificado
tt10004918,Dungeons & Drag Queens: Quest for the Golden Wig of Enlightenment,Short,Alexandra Sandy Harjo-Livingston,No especificado,No especificado,No especificado,No especificado,No especificado
tt10006640,El Barber,Short,Pau Domingo,Àlex Clusellas,Jaume Cortada,No especificado,No especificado,
tt10006124,Innsmouth x,Short,David Banta-Garcia,David Banta-Garcia,No especificado,33min,6.1,Un viajero se encuentra en un oscuro y extraño viaje hacia la localidad de Innsmouth.
tt10008568,Who Let the Taxidermy Out?,Short,Laurence Unger,No especificado,No especificado,No especificado,No especificado,No especificado
tt10013050,Passage,Short,Quentin Persia,Quentin Persia,Pierre Sabrou,13min,No especificado,
tt10011986,Stormy,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10014054,Cufarul,Short,Cristian Radu Nema,No especificado,No especificado,No especificado,No especificado,No especificado
tt10011244,My Neighbor Wants Me Dead,Movie,Nick Gatsby,No especificado,No especificado,No especificado,No especificado,No especificado
tt10011116,Chimes of Love and Death,Short,Iria Ares,Iria Ares,Manuel Lourenzo,17min,6.0,"A tribute to the cinema of Orson Welles, shot in Galicia and in 16mm. A romantic story with a single protagonist: Death."
tt0837563,Pet Sematary,Movie,Kevin Kölsch,Stephen King,Matt Greenberg,1h 40min,5.7,"Louis Creed, su mujer Rachel, y sus dos hijos se mudan a un hogar rural donde oyen historias sobre un cementerio de mascotas cercano. Cuando su gato es atropellado, lo entierran en el misterioso cementerio, que demostrará a los Creed que, a veces, la muerte es lo mejor."
tt10005008,Ruckers Tomb,Short,Todd Redenius,No especificado,No especificado,No especificado,No especificado,No especificado
tt10006382,She Must Vanish,Short,Kyle Martellacci,No especificado,No especificado,No especificado,No especificado,No especificado
tt10009030,Snatchers,Movie,Stephen Cedars,Stephen Cedars,Benji Kleiman,1h 36min,5.8,"After status-obsessed teen Sara has sex for the first time, she wakes up the next day nine months pregnant-with an alien."
tt10008480,Like a Virus,Short,Gabriel Veenendaal,No especificado,No especificado,No especificado,No especificado,No especificado
tt10008800,Peopling,Short,Lucas Amann,No especificado,No especificado,No especificado,No especificado,No especificado
tt10009718,The Loop,Short,Rich Ragsdale,No especificado,No especificado,No especificado,No especificado,No especificado
tt10011456,The Knifeman,Short,Zetkin Yikilmis,No especificado,No especificado,No especificado,No especificado,No especificado
tt10013424,'til Death Do Us Part,Short,Nate Avery,No especificado,No especificado,No especificado,No especificado,No especificado
tt10015432,Forest of the Dead Sharks,Movie,Sergey A.,No especificado,No especificado,No especificado,No especificado,No especificado
tt10015040,Alien: Harvest,Short,Benjamin Howdeshell,Craig Dewey,No especificado,9min,6.3,"The surviving crew of a damaged space harvester has a motion sensor as their only navigation tool leading them to safety, while a creature in the shadows terrorizes them. However, the greatest threat might have been hiding in plain sight."
tt10015812,Death Whisper,Movie,Awi Suryadi,Agasyah Karim,Khalid Kashogi,1h 31min,6.2,"Alex, a new highschool student met Maggie, and become best friends. Suddenly weird things started to happen in their highschool."
